ticket_id,user_id,message,created_at
176,32,Network connectivity issue,11-04-2025 01:04
62,16,System is slow,13-03-2025 12:46
91,15,Investigating the root cause,24-05-2025 13:10
97,50,Issue reported,23-04-2025 22:55
461,35,Escalated to higher support,19-01-2025 22:22
375,50,Escalated to higher support,17-04-2025 16:59
101,45,Application crash reported,04-03-2025 12:26
276,33,Database query taking too long,10-04-2025 23:04
418,6,Hardware replacement scheduled,23-05-2025 15:22
461,40,Escalated to higher support,11-03-2025 08:55
447,49,User confirmed resolution,17-07-2025 08:38
216,25,Resolved and closed,26-02-2025 01:34
124,28,Monitoring for stability,10-02-2025 03:05
457,4,Resolved and closed,22-02-2025 12:18
392,31,Hardware replacement scheduled,05-05-2025 22:18
161,46,Application crash reported,07-05-2025 21:19
297,28,Hardware replacement scheduled,10-01-2025 00:52
145,50,Patch deployed successfully,25-01-2025 10:18
40,49,Database query taking too long,05-02-2025 09:35
102,18,Password reset request,01-06-2025 13:05
325,15,Hardware replacement scheduled,24-05-2025 08:28
108,46,User confirmed resolution,25-01-2025 21:17
51,28,Access rights updated,04-03-2025 23:37
243,40,Network connectivity issue,28-05-2025 14:49
288,14,Monitoring for stability,20-05-2025 12:35
293,28,Resolved and closed,10-04-2025 21:14
115,8,Acknowledged and working,08-06-2025 19:05
143,15,Investigating the root cause,06-06-2025 12:46
492,33,User confirmed resolution,21-06-2025 06:31
66,21,System is slow,31-05-2025 18:09
121,13,Application crash reported,14-05-2025 16:47
131,31,Investigating the root cause,30-05-2025 21:59
221,11,Application crash reported,28-05-2025 22:52
408,5,Acknowledged and working,26-02-2025 19:19
280,34,Database query taking too long,03-03-2025 07:27
413,32,Hardware replacement scheduled,14-05-2025 13:10
448,7,User confirmed resolution,24-06-2025 12:23
394,20,Database query taking too long,02-05-2025 11:54
494,19,Hardware replacement scheduled,11-04-2025 12:40
379,3,Patch deployed successfully,03-03-2025 06:01
235,30,Network connectivity issue,01-02-2025 10:05
174,6,Database query taking too long,15-02-2025 23:54
256,24,Resolved and closed,03-02-2025 19:05
146,4,Database query taking too long,14-02-2025 02:21
210,10,Password reset request,19-04-2025 11:33
445,22,Password reset request,08-03-2025 11:27
213,17,Monitoring for stability,06-07-2025 18:42
182,9,Acknowledged and working,28-06-2025 13:45
327,24,Hardware replacement scheduled,15-07-2025 14:17
194,33,Issue reported,20-02-2025 03:31
203,3,Network connectivity issue,14-03-2025 13:51
224,37,Acknowledged and working,04-06-2025 00:06
378,15,Password reset request,17-01-2025 22:45
378,47,Application crash reported,05-05-2025 11:58
480,45,Application crash reported,30-03-2025 13:54
69,46,Investigating the root cause,27-04-2025 16:24
467,35,System is slow,27-04-2025 00:52
64,15,Resolved and closed,04-02-2025 14:05
253,39,Acknowledged and working,11-02-2025 19:24
496,15,Database query taking too long,08-07-2025 20:47
300,9,Resolved and closed,25-01-2025 08:44
290,31,Monitoring for stability,10-07-2025 12:37
2,31,Patch deployed successfully,07-01-2025 01:35
146,19,User confirmed resolution,06-07-2025 10:40
6,42,Escalated to higher support,12-07-2025 19:38
445,25,Acknowledged and working,20-06-2025 15:13
28,32,Access rights updated,09-04-2025 22:29
168,19,Application crash reported,16-02-2025 03:55
34,21,Access rights updated,07-02-2025 09:32
126,34,Hardware replacement scheduled,08-02-2025 05:24
144,9,Application crash reported,16-01-2025 18:39
451,49,Acknowledged and working,08-04-2025 22:46
146,25,System is slow,04-03-2025 11:05
340,18,System is slow,08-02-2025 22:17
449,40,System is slow,31-03-2025 13:43
196,32,Network connectivity issue,03-05-2025 21:41
254,26,Monitoring for stability,28-05-2025 07:51
314,47,Application crash reported,26-04-2025 00:38
27,3,Access rights updated,18-02-2025 05:31
98,14,Issue reported,28-04-2025 11:08
288,11,Escalated to higher support,26-01-2025 08:45
478,15,Application crash reported,09-04-2025 23:47
153,11,Network connectivity issue,07-01-2025 13:02
276,7,Investigating the root cause,20-03-2025 01:14
66,5,Access rights updated,09-05-2025 00:45
178,19,Patch deployed successfully,19-02-2025 22:25
307,11,Investigating the root cause,09-01-2025 05:09
429,36,Resolved and closed,06-02-2025 19:26
167,42,Hardware replacement scheduled,06-02-2025 07:34
164,28,Hardware replacement scheduled,04-04-2025 09:40
358,12,Application crash reported,17-03-2025 10:27
322,23,Patch deployed successfully,19-04-2025 10:35
250,35,Escalated to higher support,13-05-2025 03:03
108,46,Investigating the root cause,04-04-2025 02:30
198,4,Issue reported,15-03-2025 19:09
437,3,System is slow,10-04-2025 02:30
425,39,Monitoring for stability,07-07-2025 07:50
440,43,Database query taking too long,27-03-2025 20:18
486,10,Hardware replacement scheduled,14-02-2025 03:58
207,22,Database query taking too long,09-01-2025 22:34
211,12,Resolved and closed,18-06-2025 21:41
18,36,Database query taking too long,13-02-2025 02:23
202,20,Investigating the root cause,26-03-2025 02:16
87,5,User confirmed resolution,20-03-2025 13:13
343,18,User confirmed resolution,18-07-2025 17:12
343,18,Investigating the root cause,04-06-2025 21:12
57,48,Escalated to higher support,13-06-2025 18:40
449,15,Issue reported,19-04-2025 08:37
15,45,Monitoring for stability,03-03-2025 17:05
172,16,System is slow,17-06-2025 06:36
339,18,Database query taking too long,23-05-2025 21:13
484,21,Password reset request,10-01-2025 04:31
169,16,Monitoring for stability,25-01-2025 21:42
247,28,System is slow,18-02-2025 01:43
98,4,Investigating the root cause,31-01-2025 02:41
98,18,Application crash reported,24-03-2025 07:06
341,27,Investigating the root cause,08-04-2025 22:13
88,8,Access rights updated,10-03-2025 00:26
428,41,Hardware replacement scheduled,12-02-2025 17:03
288,43,System is slow,24-06-2025 23:53
240,3,Hardware replacement scheduled,07-02-2025 19:16
406,35,Hardware replacement scheduled,01-02-2025 06:04
445,42,Database query taking too long,02-01-2025 18:19
5,35,Application crash reported,08-04-2025 22:59
125,46,User confirmed resolution,27-02-2025 00:20
332,34,Network connectivity issue,01-02-2025 20:01
369,5,Hardware replacement scheduled,07-07-2025 02:18
398,37,Escalated to higher support,30-06-2025 13:33
305,23,Network connectivity issue,05-05-2025 00:00
127,10,Issue reported,22-02-2025 10:21
267,34,Escalated to higher support,30-03-2025 12:11
488,23,Hardware replacement scheduled,17-04-2025 23:43
376,19,Password reset request,11-02-2025 17:18
189,15,Issue reported,11-07-2025 23:36
470,43,User confirmed resolution,14-03-2025 21:54
12,2,Network connectivity issue,30-05-2025 19:32
341,2,System is slow,04-02-2025 18:43
103,50,User confirmed resolution,07-03-2025 14:22
49,50,Investigating the root cause,18-06-2025 22:09
167,27,Monitoring for stability,10-05-2025 00:49
33,12,Network connectivity issue,20-03-2025 23:21
68,41,System is slow,31-05-2025 15:29
398,31,Acknowledged and working,18-02-2025 18:09
137,22,User confirmed resolution,27-04-2025 13:31
470,20,Application crash reported,08-03-2025 08:06
48,49,Acknowledged and working,18-01-2025 02:02
63,50,Investigating the root cause,08-02-2025 01:21
345,29,Investigating the root cause,12-02-2025 00:19
121,36,Hardware replacement scheduled,21-06-2025 18:05
340,24,Investigating the root cause,20-03-2025 16:42
6,6,Application crash reported,16-02-2025 21:31
315,31,System is slow,23-06-2025 07:29
405,7,Hardware replacement scheduled,19-06-2025 08:48
338,34,User confirmed resolution,10-03-2025 06:32
102,13,Issue reported,22-03-2025 07:39
356,18,Acknowledged and working,15-05-2025 18:02
352,34,System is slow,21-03-2025 13:03
164,10,Database query taking too long,24-05-2025 03:35
380,18,Investigating the root cause,08-04-2025 19:15
37,15,Issue reported,02-07-2025 17:14
92,48,Access rights updated,03-04-2025 02:13
21,39,Application crash reported,05-05-2025 09:21
302,9,Application crash reported,14-01-2025 02:42
86,26,Network connectivity issue,13-02-2025 12:09
116,5,Resolved and closed,28-03-2025 23:55
191,24,Investigating the root cause,11-02-2025 16:24
63,12,Monitoring for stability,22-05-2025 02:04
287,45,Patch deployed successfully,22-06-2025 03:36
236,26,Acknowledged and working,20-01-2025 14:06
58,40,Hardware replacement scheduled,28-06-2025 14:10
35,27,Database query taking too long,02-06-2025 08:12
364,31,Monitoring for stability,18-01-2025 10:42
332,16,Resolved and closed,20-04-2025 16:49
196,21,Monitoring for stability,06-01-2025 02:17
397,18,Application crash reported,23-06-2025 16:33
266,42,Monitoring for stability,10-07-2025 12:02
152,22,Hardware replacement scheduled,18-03-2025 01:50
443,16,Patch deployed successfully,25-02-2025 22:51
325,27,Patch deployed successfully,17-01-2025 19:29
489,43,Password reset request,13-05-2025 23:10
158,24,Escalated to higher support,16-01-2025 19:23
